eDNA-2022-314,21222657
eDNA-2022-315,15261080
eDNA-2022-316,14406370
eDNA-2022-317,11563711
eDNA-2022-318,12509529
eDNA-2022-319,17481436
eDNA-2022-320,12730484
eDNA-2022-321,17460109
eDNA-2022-322,16347117
eDNA-2022-323,13119647
eDNA-2022-324,15424453
eDNA-2022-325,11689170
eDNA-2022-326,15026992
eDNA-2022-327,20025005
eDNA-2022-328,32773685
eDNA-2022-329,11758028
eDNA-2022-330,6773799
eDNA-2022-331,15838985
eDNA-2022-332,15031408
eDNA-2022-333,5213567
eDNA-2022-334,5077931
eDNA-2022-335,7872416
eDNA-2022-336,9487615
eDNA-2022-337,17782929
eDNA-2022-338,12659872
eDNA-2022-339,10428380
eDNA-2022-340,14212220
eDNA-2022-341,9952301
eDNA-2022-342,14670025
eDNA-2022-343,11939566
eDNA-2022-344,9464682
eDNA-2022-345,10561754
eDNA-2022-346,11982652
eDNA-2022-347,13404564
eDNA-2022-348,12977313
eDNA-2022-349,10737611
eDNA-2022-350,7463183
eDNA-2022-351,11262264
eDNA-2022-352,12609448
eDNA-2022-353,11102714
eDNA-2022-354,15154712
eDNA-2022-355,11840507
eDNA-2022-356,6797
eDNA-2022-357,19077524
eDNA-2022-358,8773634
eDNA-2022-359,11434940
eDNA-2022-360,12378596
eDNA-2022-361,5641865
eDNA-2022-362,11810909
eDNA-2022-363,11245265
eDNA-2022-364,10457481
eDNA-2022-365,13314607
eDNA-2022-366,14915006
eDNA-2022-367,17117416
eDNA-2022-368,11429104
eDNA-2022-369,11062905
eDNA-2022-370,4747498
eDNA-2022-371,10915084
eDNA-2022-372,13514802
eDNA-2022-373,17104574
eDNA-2022-374,11826227
eDNA-2022-375,18599310
eDNA-2022-376,11977951
eDNA-2022-377,5
eDNA-2022-378,64
eDNA-2022-379,1915
eDNA-2022-380,4609
eDNA-2022-51,27044026
eDNA-2022-52,25028729
eDNA-2022-53,24829906
eDNA-2022-54,28194830
eDNA-2022-551,9499737
eDNA-2022-552,285763
eDNA-2022-553,3059457
eDNA-2022-554,753477
eDNA-2022-555,3353199
eDNA-2022-556,4196635
eDNA-2022-557,12468254
eDNA-2022-558,4980313
eDNA-2022-559,6898476
eDNA-2022-55,18246948
eDNA-2022-560,6819148
eDNA-2022-561,9699311
eDNA-2022-562,1906090
eDNA-2022-563,4735563
eDNA-2022-564,8457013
eDNA-2022-565,9627585
eDNA-2022-566,10325833
eDNA-2022-567,4768153
eDNA-2022-568,3808672
eDNA-2022-569,3765889
eDNA-2022-56,25965482
eDNA-2022-570,94690337
eDNA-2022-571,64558178
eDNA-2022-572,6838223
eDNA-2022-573,3162672
eDNA-2022-574,5125494
eDNA-2022-575,3128195
eDNA-2022-576,18969779
eDNA-2022-577,4184137
eDNA-2022-578,20355167
eDNA-2022-579,7475255
eDNA-2022-57,16041609
eDNA-2022-580,76977675
eDNA-2022-581,7580433
eDNA-2022-582,3350539
eDNA-2022-583,12060376
eDNA-2022-584,70768103
eDNA-2022-585,22546792
eDNA-2022-586,2393734
eDNA-2022-587,3966213
eDNA-2022-588,7238216
eDNA-2022-589,9491703
eDNA-2022-58,29740025
eDNA-2022-590,109551235
eDNA-2022-591,133331805
eDNA-2022-592,4117627
eDNA-2022-593,3948703
eDNA-2022-594,2406546
eDNA-2022-595,14313120
eDNA-2022-596,26682402
eDNA-2022-597,30269578
eDNA-2022-598,16872013
eDNA-2022-599,10116274
eDNA-2022-59,18702632
eDNA-2022-600,19163584
eDNA-2022-60,13702611
eDNA-2022-61,26697480
eDNA-2022-62,18278993
eDNA-2022-63,15131401
eDNA-2022-64,23417033
eDNA-2022-65,26918353
eDNA-2022-66,22667473
eDNA-2022-67,15666965
eDNA-2022-68,25257464
eDNA-2022-69,27812892
eDNA-2022-70,16653710
eDNA-2022-71,21143297
eDNA-2022-72,14234757
eDNA-2022-73,16394977
eDNA-2022-74,26622011
eDNA-2022-75,15213406
eDNA-2022-76,16146699
eDNA-2022-77,28076382
eDNA-2022-78,19970524
eDNA-2022-79,25683160
eDNA-2022-80,19289291
eDNA-2022-81,15960980
eDNA-2022-82,30670855
eDNA-2022-83,17391305
eDNA-2022-84,22781662
eDNA-2022-85,15179031
eDNA-2022-86,18942420
eDNA-2022-87,21094438
eDNA-2022-88,22459970
eDNA-2022-89,29232230
eDNA-2022-90,27006214
eDNA-2022-91,15160813
eDNA-2022-92,29794714
eDNA-2022-93,22245284
eDNA-2022-94,17173346
eDNA-2022-95,14395276
eDNA-2022-96,15815105
eDNA-2022-97,29100019
eDNA-2022-98,26898178
eDNA-2022-99,28236882
